MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:95776	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	19		heterotrimeric G-protein complex			ISO	P82471 	J:180724 	
MGI:95776	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	19		heterotrimeric G-protein complex			TAS		J:44598 J:49140 	
MGI:95776	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	19		plasma membrane			ISO	RGD:620770 	J:155856 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		heterotrimeric G-protein complex			IBA	PTN000026392 	J:265628 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		heterotrimeric G-protein complex			ISO	M13006 	J:8410 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		heterotrimeric G-protein complex			ISO	RGD:2716 	J:155856 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		heterotrimeric G-protein complex			TAS		J:10067 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		plasma membrane			ISO	RGD:2716 	J:155856 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2	colocalizes_with	sarcolemma			ISO	RGD:2716 	J:155856 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		apical plasma membrane			ISO	RGD:1304683 	J:155856 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		heterotrimeric G-protein complex			IBA	PTN000026392 	J:265628 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		heterotrimeric G-protein complex			IC	GO:0031683 	J:125151 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		heterotrimeric G-protein complex			ISO	K03253 	J:9731 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		heterotrimeric G-protein complex			ISO	RGD:1304683 	J:155856 	
MGI:95778	Gnat1	guanine nucleotide binding protein, alpha transducing 1	9		heterotrimeric G-protein complex			TAS		J:31020 	
MGI:95779	Gnat2	guanine nucleotide binding protein, alpha transducing 2	3		heterotrimeric G-protein complex			IBA	PTN000026392 	J:265628 	
MGI:95779	Gnat2	guanine nucleotide binding protein, alpha transducing 2	3		heterotrimeric G-protein complex			TAS		J:31020 	
MGI:3588268	Gnat3	guanine nucleotide binding protein, alpha transducing 3	5		apical plasma membrane			ISO	RGD:727817 	J:155856 	
MGI:3588268	Gnat3	guanine nucleotide binding protein, alpha transducing 3	5		heterotrimeric G-protein complex			IBA	PTN000026392 	J:265628 	
MGI:3588268	Gnat3	guanine nucleotide binding protein, alpha transducing 3	5		heterotrimeric G-protein complex			IPI	P04901 Q9JMF3 	J:68225 	
MGI:95780	Gnaz	guanine nucleotide binding protein, alpha z subunit	10		heterotrimeric G-protein complex			IBA	PTN000026392 	J:265628 	
MGI:95780	Gnaz	guanine nucleotide binding protein, alpha z subunit	10		heterotrimeric G-protein complex			TAS		J:10067 	
MGI:95780	Gnaz	guanine nucleotide binding protein, alpha z subunit	10		plasma membrane			ISO	RGD:2717 	J:155856 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		heterotrimeric G-protein complex			IBA	PTN000457487 	J:265628 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		heterotrimeric G-protein complex			IPI	Q9JMF3 	J:68225 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		heterotrimeric G-protein complex			ISO	RGD:2718 	J:155856 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		heterotrimeric G-protein complex			ISO	P54311 	J:180724 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		heterotrimeric G-protein complex			ISO	P62873 	J:21436 	
MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	4		photoreceptor outer segment membrane			ISO	RGD:2718 	J:155856 	
MGI:95784	Gnb2	guanine nucleotide binding protein (G protein), beta 2	5		heterotrimeric G-protein complex			IBA	PTN000457487 	J:265628 	
MGI:95784	Gnb2	guanine nucleotide binding protein (G protein), beta 2	5		heterotrimeric G-protein complex			ISO	P11017 	J:21436 	
MGI:95785	Gnb3	guanine nucleotide binding protein (G protein), beta 3	6		heterotrimeric G-protein complex			IBA	PTN000457487 	J:265628 	
MGI:95785	Gnb3	guanine nucleotide binding protein (G protein), beta 3	6		heterotrimeric G-protein complex			TAS		J:21436 	
MGI:104581	Gnb4	guanine nucleotide binding protein (G protein), beta 4	3		heterotrimeric G-protein complex			IBA	PTN000457487 	J:265628 	
MGI:104581	Gnb4	guanine nucleotide binding protein (G protein), beta 4	3		heterotrimeric G-protein complex			ISA	P62873 	J:21436 	
MGI:101848	Gnb5	guanine nucleotide binding protein (G protein), beta 5	9		heterotrimeric G-protein complex			IBA	PTN000457487 	J:265628 	
MGI:101848	Gnb5	guanine nucleotide binding protein (G protein), beta 5	9		plasma membrane			IDA		J:100172 	
MGI:102705	Gng2	guanine nucleotide binding protein (G protein), gamma 2	14		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:102705	Gng2	guanine nucleotide binding protein (G protein), gamma 2	14		heterotrimeric G-protein complex			ISO	RGD:69268 	J:155856 	
MGI:102705	Gng2	guanine nucleotide binding protein (G protein), gamma 2	14		heterotrimeric G-protein complex			ISO	P63212 	J:14657 	
MGI:102705	Gng2	guanine nucleotide binding protein (G protein), gamma 2	14		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:102704	Gng3	guanine nucleotide binding protein (G protein), gamma 3	19		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:102704	Gng3	guanine nucleotide binding protein (G protein), gamma 3	19		heterotrimeric G-protein complex			ISA	O14610 	J:68225 	
MGI:102704	Gng3	guanine nucleotide binding protein (G protein), gamma 3	19		heterotrimeric G-protein complex			ISO	M58349 	J:14657 	
MGI:102704	Gng3	guanine nucleotide binding protein (G protein), gamma 3	19		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:102703	Gng4	guanine nucleotide binding protein (G protein), gamma 4	13		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:102703	Gng4	guanine nucleotide binding protein (G protein), gamma 4	13		heterotrimeric G-protein complex			ISA	K02199 	J:14657 	
MGI:102703	Gng4	guanine nucleotide binding protein (G protein), gamma 4	13		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:109164	Gng5	guanine nucleotide binding protein (G protein), gamma 5	3		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:109164	Gng5	guanine nucleotide binding protein (G protein), gamma 5	3		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:95787	Gng7	guanine nucleotide binding protein (G protein), gamma 7	10		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:95787	Gng7	guanine nucleotide binding protein (G protein), gamma 7	10		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:109163	Gng8	guanine nucleotide binding protein (G protein), gamma 8	7		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:109163	Gng8	guanine nucleotide binding protein (G protein), gamma 8	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1336169	Gng10	guanine nucleotide binding protein (G protein), gamma 10	4		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:1336169	Gng10	guanine nucleotide binding protein (G protein), gamma 10	4		heterotrimeric G-protein complex			ISO	RGD:621514 	J:155856 	
MGI:1336169	Gng10	guanine nucleotide binding protein (G protein), gamma 10	4		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1913316	Gng11	guanine nucleotide binding protein (G protein), gamma 11	6		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:1913316	Gng11	guanine nucleotide binding protein (G protein), gamma 11	6		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1336171	Gng12	guanine nucleotide binding protein (G protein), gamma 12	6		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:1336171	Gng12	guanine nucleotide binding protein (G protein), gamma 12	6		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1925616	Gng13	guanine nucleotide binding protein (G protein), gamma 13	17		heterotrimeric G-protein complex			IPI	MGI:3588268 	J:68225 	
MGI:1925616	Gng13	guanine nucleotide binding protein (G protein), gamma 13	17		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:109165	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	6		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:109165	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	6		heterotrimeric G-protein complex			ISO	K03255 	J:14657 	
MGI:109165	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	6		heterotrimeric G-protein complex			ISO	RGD:1595475 	J:155856 	
MGI:109165	Gngt1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	6		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:893584	Gngt2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	11		heterotrimeric G-protein complex			IBA	PTN001418483 	J:265628 	
MGI:893584	Gngt2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	11		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:95790	Gnrhr	gonadotropin releasing hormone receptor	5		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:95790	Gnrhr	gonadotropin releasing hormone receptor	5		plasma membrane			ISO	RGD:70513 	J:155856 	
MGI:1913879	Golph3	golgi phosphoprotein 3	15		plasma membrane			ISO	RGD:621226 	J:155856 	
MGI:2149946	Gopc	golgi associated PDZ and coiled-coil motif containing	10		plasma membrane			IDA		J:114051 	
MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8		plasma membrane			ISO	RGD:2722 	J:155856 	
MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8		plasma membrane			ISO	P00505 	J:164563 	
MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8		sarcolemma			ISO	RGD:2722 	J:155856 	
MGI:95792	Got2	glutamatic-oxaloacetic transaminase 2, mitochondrial	8		T-tubule			ISO	RGD:2722 	J:155856 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11	colocalizes_with	anchored component of external side of plasma membrane			IBA	PTN000689319 	J:265628 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11	colocalizes_with	anchored component of external side of plasma membrane	is a part of platelet|is a part of megakaryocyte		IDA		J:148918 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11	colocalizes_with	anchored component of external side of plasma membrane			ISO	P07359 	J:164563 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11		integral component of plasma membrane			ISS		J:49049 	
MGI:1333744	Gp1ba	glycoprotein 1b, alpha polypeptide	11		plasma membrane			ISO	P07359 	J:73065 	
MGI:107852	Gp1bb	glycoprotein Ib, beta polypeptide	16		integral component of plasma membrane			ISS		J:42557 	
MGI:1914383	Gp2	glycoprotein 2 (zymogen granule membrane)	7		apical plasma membrane			IBA	PTN002678685 	J:265628 	
MGI:1914383	Gp2	glycoprotein 2 (zymogen granule membrane)	7		apical plasma membrane	is a part of Peyer's patch epithelium,is a part of M cell of gut		IDA		J:155098 	
MGI:1914383	Gp2	glycoprotein 2 (zymogen granule membrane)	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1889810	Gp6	glycoprotein 6 (platelet)	7		integral component of plasma membrane			IDA		J:64221 	
MGI:1889810	Gp6	glycoprotein 6 (platelet)	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1889810	Gp6	glycoprotein 6 (platelet)	7		tetraspanin-enriched microdomain			ISO	Q9HCN6 	J:164563 	
MGI:1891703	Gpa33	glycoprotein A33 (transmembrane)	1		plasma membrane			IBA	PTN002283210 	J:265628 	
MGI:1891703	Gpa33	glycoprotein A33 (transmembrane)	1		plasma membrane			IDA		J:65650 	
MGI:1202392	Gpaa1	GPI anchor attachment protein 1	15		integral component of plasma membrane			ISS		J:45545 	
MGI:109162	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	19		plasma membrane			IEA	IPR028354 	J:72247 	
MGI:2653863	Gpbar1	G protein-coupled bile acid receptor 1	1		plasma membrane			ISO	Q8TDU6 	J:164563 	
MGI:1920524	Gpbp1	GC-rich promoter binding protein 1	13		plasma membrane			ISO	Q86WP2 	J:164563 	
MGI:1194891	Gpc1	glypican 1	1		anchored component of plasma membrane			IEA	IPR001863 	J:72247 	
MGI:1194891	Gpc1	glypican 1	1		plasma membrane			ISO	P35052 	J:164563 	
MGI:1919201	Gpc2	glypican 2 (cerebroglycan)	5		anchored component of plasma membrane			IEA	IPR001863 	J:72247 	
MGI:1919201	Gpc2	glypican 2 (cerebroglycan)	5		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:104903	Gpc3	glypican 3	X		anchored component of plasma membrane			IBA	PTN002585559 	J:265628 	
MGI:104903	Gpc3	glypican 3	X		anchored component of plasma membrane			IMP		J:135168 	
MGI:104903	Gpc3	glypican 3	X		anchored component of plasma membrane			ISO	RGD:2725 	J:155856 	
MGI:104903	Gpc3	glypican 3	X		integral component of plasma membrane			ISS		J:28429 	
MGI:104903	Gpc3	glypican 3	X		plasma membrane			IDA		J:134067 	
MGI:104903	Gpc3	glypican 3	X		plasma membrane			ISO	P51654 	J:164563 	
MGI:104902	Gpc4	glypican 4	X		anchored component of plasma membrane			IEA	IPR001863 	J:72247 	
MGI:104902	Gpc4	glypican 4	X		anchored component of presynaptic membrane			ISO	RGD:1359399 	J:155856 	
MGI:104902	Gpc4	glypican 4	X		external side of plasma membrane			ISO	O75487 	J:59258 	
MGI:104902	Gpc4	glypican 4	X		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1194894	Gpc5	glypican 5	14		anchored component of plasma membrane			IEA	IPR001863 	J:72247 	
MGI:1194894	Gpc5	glypican 5	14		integral component of plasma membrane			ISS		J:45283 	
MGI:1194894	Gpc5	glypican 5	14		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1346322	Gpc6	glypican 6	14		anchored component of plasma membrane			IEA	IPR001863 	J:72247 	
MGI:1346322	Gpc6	glypican 6	14		integral component of plasma membrane			ISS		J:57579 	
MGI:1346322	Gpc6	glypican 6	14		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1289257	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like	9		plasma membrane			ISO	Q8N335 	J:164563 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		dendritic spine membrane			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		plasma membrane			IDA		J:200505 J:201441 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		plasma membrane			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		postsynaptic membrane			IEA	KW-0628 	J:60000 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		presynaptic membrane			ISO	RGD:619845 	J:155856 	
MGI:109602	Gphn	gephyrin	12		anchored component of synaptic membrane			IDA		J:213964 	
MGI:109602	Gphn	gephyrin	12		extrinsic component of cytoplasmic side of plasma membrane			ISO	RGD:69194 	J:155856 	
MGI:109602	Gphn	gephyrin	12		extrinsic component of plasma membrane			TAS		J:39354 	
MGI:109602	Gphn	gephyrin	12		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:109602	Gphn	gephyrin	12		postsynaptic membrane			IBA	PTN000022764 	J:265628 	
MGI:109602	Gphn	gephyrin	12		postsynaptic membrane			ISO	Q9NQX3 	J:164563 	
MGI:109602	Gphn	gephyrin	12		synaptic membrane			ISO	Q9NQX3 	J:164563 	
MGI:95797	Gpi1	glucose-6-phosphate isomerase 1	7		ciliary membrane			IDA		J:178978 	
MGI:95797	Gpi1	glucose-6-phosphate isomerase 1	7		plasma membrane			IDA		J:178978 	
MGI:95797	Gpi1	glucose-6-phosphate isomerase 1	7		plasma membrane			ISO	P06744 	J:164563 	
MGI:1915703	Gpihbp1	GPI-anchored HDL-binding protein 1	15		anchored component of plasma membrane			IDA		J:82140 	
MGI:1915703	Gpihbp1	GPI-anchored HDL-binding protein 1	15		apical plasma membrane			IDA		J:162997 	
MGI:1915703	Gpihbp1	GPI-anchored HDL-binding protein 1	15		basolateral plasma membrane			IDA		J:162997 	
MGI:1915703	Gpihbp1	GPI-anchored HDL-binding protein 1	15		external side of plasma membrane			IDA		J:129764 J:162997 	
MGI:1915703	Gpihbp1	GPI-anchored HDL-binding protein 1	15		plasma membrane			IBA	PTN001048214 	J:265628 	
MGI:107671	Gpm6a	glycoprotein m6a	8		integral component of presynaptic active zone membrane			ISO	RGD:631368 	J:155856 	
MGI:107671	Gpm6a	glycoprotein m6a	8		plasma membrane			IBA	PTN000188291 	J:265628 	
MGI:107671	Gpm6a	glycoprotein m6a	8		plasma membrane			ISO	RGD:631368 	J:155856 	
MGI:107672	Gpm6b	glycoprotein m6b	X		plasma membrane			IBA	PTN000188291 	J:265628 	
MGI:107672	Gpm6b	glycoprotein m6b	X		plasma membrane			IDA		J:184739 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		integral component of plasma membrane			IBA	PTN000933229 	J:265628 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		integral component of plasma membrane			IDA		J:67985 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2385324	Gpr1	G protein-coupled receptor 1	1		integral component of plasma membrane			IBA	PTN001200938 	J:265628 	
MGI:2385324	Gpr1	G protein-coupled receptor 1	1		plasma membrane			ISO	P46091 	J:164563 	
MGI:101908	Gpr3	G-protein coupled receptor 3	4		plasma membrane			IBA	PTN000507965 	J:265628 	
MGI:2441992	Gpr4	G protein-coupled receptor 4	7		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:2441992	Gpr4	G protein-coupled receptor 4	7		plasma membrane			ISO	P46093 	J:164563 	
MGI:2155249	Gpr6	G protein-coupled receptor 6	10		plasma membrane			IBA	PTN000507965 	J:265628 	
MGI:101909	Gpr12	G-protein coupled receptor 12	5		plasma membrane			IBA	PTN000507965 	J:265628 	
MGI:1918473	Gpr15	G protein-coupled receptor 15	16		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:1918473	Gpr15	G protein-coupled receptor 15	16		plasma membrane			ISO	P49685 	J:164563 	
MGI:3584514	Gpr17	G protein-coupled receptor 17	18		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:3584514	Gpr17	G protein-coupled receptor 17	18		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:892973	Gpr19	G protein-coupled receptor 19	6		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2441803	Gpr20	G protein-coupled receptor 20	15		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:2441803	Gpr20	G protein-coupled receptor 20	15		integral component of plasma membrane			ISO	Q99678 	J:164563 	
MGI:2441803	Gpr20	G protein-coupled receptor 20	15		plasma membrane			ISO	Q99678 	J:164563 	
MGI:2441890	Gpr21	G protein-coupled receptor 21	2		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1920260	Gpr22	G protein-coupled receptor 22	12		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:1920260	Gpr22	G protein-coupled receptor 22	12		plasma membrane			ISO	RGD:1310848 	J:155856 	
MGI:2686146	Gpr25	G protein-coupled receptor 25	1		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:2441758	Gpr26	G protein-coupled receptor 26	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1202299	Gpr27	G protein-coupled receptor 27	6		plasma membrane			IBA	PTN000443909 	J:265628 	
MGI:1202299	Gpr27	G protein-coupled receptor 27	6		plasma membrane			IDA		J:181489 	
MGI:1354372	Gpr31b	G protein-coupled receptor 31, D17Leh66b region	17		plasma membrane			ISO	O00270 	J:164563 	
MGI:1277106	Gpr33	G protein-coupled receptor 33	12		plasma membrane			IBA	PTN001200752 	J:265628 	
MGI:1346334	Gpr34	G protein-coupled receptor 34	X		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		integral component of plasma membrane			IDA		J:116461 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		integral component of plasma membrane			ISO	Q9HC97 	J:164563 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		plasma membrane			IDA		J:236212 	
MGI:1929509	Gpr35	G protein-coupled receptor 35	1		plasma membrane			ISO	RGD:1309404 	J:155856 	
MGI:1313297	Gpr37	G protein-coupled receptor 37	6		plasma membrane			IBA	PTN002517510 	J:265628 	
MGI:1313297	Gpr37	G protein-coupled receptor 37	6		plasma membrane			ISO	O15354 	J:164563 	
MGI:1928503	Gpr37l1	G protein-coupled receptor 37-like 1	1		plasma membrane			IBA	PTN002517510 	J:265628 	
MGI:1928503	Gpr37l1	G protein-coupled receptor 37-like 1	1		plasma membrane	is a part of cerebellum,is a part of Bergmann glial cell		IDA		J:201190 	
MGI:1928503	Gpr37l1	G protein-coupled receptor 37-like 1	1		plasma membrane			IDA		J:259033 	
MGI:1928503	Gpr37l1	G protein-coupled receptor 37-like 1	1		plasma membrane			ISO	O60883 	J:164563 	
MGI:1918361	Gpr39	G protein-coupled receptor 39	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2135882	Gpr45	G protein-coupled receptor 45	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1333877	Gpr50	G-protein-coupled receptor 50	X		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:1333877	Gpr50	G-protein-coupled receptor 50	X		plasma membrane			ISO	Q13585 	J:164563 	
MGI:3643278	Gpr52	G protein-coupled receptor 52	1		integral component of plasma membrane			IBA	PTN000662115 	J:265628 	
MGI:3643278	Gpr52	G protein-coupled receptor 52	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2685064	Gpr55	G protein-coupled receptor 55	1		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:2685064	Gpr55	G protein-coupled receptor 55	1		integral component of plasma membrane			ISO	Q9Y2T6 	J:164563 	
MGI:2685064	Gpr55	G protein-coupled receptor 55	1		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2441719	Gpr61	G protein-coupled receptor 61	3		plasma membrane			IBA	PTN002333372 	J:265628 	
MGI:2441719	Gpr61	G protein-coupled receptor 61	3		plasma membrane			ISO	Q9BZJ8 	J:164563 	
MGI:3525078	Gpr62	G protein-coupled receptor 62	9		plasma membrane			IBA	PTN002333372 	J:265628 	
MGI:3525078	Gpr62	G protein-coupled receptor 62	9		plasma membrane			ISO	Q9BZJ7 	J:164563 	
MGI:2135884	Gpr63	G protein-coupled receptor 63	4		plasma membrane			ISO	Q9BZJ6 	J:164563 	
MGI:108031	Gpr65	G-protein coupled receptor 65	12		integral component of plasma membrane			IBA	PTN000660850 	J:265628 	
MGI:108031	Gpr65	G-protein coupled receptor 65	12		plasma membrane			ISO	Q8IYL9 	J:164563 	
MGI:2441763	Gpr68	G protein-coupled receptor 68	12		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2441843	Gpr75	G protein-coupled receptor 75	11		integral component of plasma membrane			IC	GO:0004930 	J:212807 	
MGI:2441843	Gpr75	G protein-coupled receptor 75	11		plasma membrane			IBA	PTN001200934 	J:265628 	
MGI:2441734	Gpr82	G protein-coupled receptor 82	X		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:95712	Gpr83	G protein-coupled receptor 83	9		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1934129	Gpr84	G protein-coupled receptor 84	15		integral component of plasma membrane			IBA	PTN000660491 	J:265628 	
MGI:1934129	Gpr84	G protein-coupled receptor 84	15		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1927851	Gpr85	G protein-coupled receptor 85	6		integral component of plasma membrane			ISA	W78348 	J:64476 	
MGI:1927851	Gpr85	G protein-coupled receptor 85	6		plasma membrane			IBA	PTN000443909 	J:265628 	
MGI:1927851	Gpr85	G protein-coupled receptor 85	6		plasma membrane			ISO	P60893 	J:164563 	
MGI:1934133	Gpr87	G protein-coupled receptor 87	3		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:1927653	Gpr88	G-protein coupled receptor 88	3		integral component of plasma membrane			IBA	PTN000662115 	J:265628 	
MGI:1927653	Gpr88	G-protein coupled receptor 88	3		plasma membrane			ISO	RGD:61921 	J:155856 	
MGI:2685211	Gpr101	G protein-coupled receptor 101	X		integral component of plasma membrane			IBA	PTN002798190 	J:265628 	
MGI:2685211	Gpr101	G protein-coupled receptor 101	X		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2139054	Gpr107	G protein-coupled receptor 107	2		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2668412	Gpr119	G-protein coupled receptor 119	X		plasma membrane			IBA	PTN000507965 	J:265628 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		integral component of plasma membrane			ISS		J:64928 	
MGI:1890220	Gpr132	G protein-coupled receptor 132	12		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2676315	Gpr135	G protein-coupled receptor 135	12		plasma membrane			IBA	PTN004562727 	J:265628 	
MGI:2676315	Gpr135	G protein-coupled receptor 135	12		plasma membrane			ISO	Q8IZ08 	J:164563 	
MGI:2685341	Gpr139	G protein-coupled receptor 139	7		integral component of plasma membrane			IC	GO:0004946 	J:106981 	
MGI:2685341	Gpr139	G protein-coupled receptor 139	7		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2672983	Gpr141	G protein-coupled receptor 141	13		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2668437	Gpr142	G protein-coupled receptor 142	11		plasma membrane			ISO	Q7Z601 	J:164563 	
MGI:107193	Gpr143	G protein-coupled receptor 143	X		apical plasma membrane			ISO	P51810 	J:164563 	
MGI:107193	Gpr143	G protein-coupled receptor 143	X		plasma membrane			IBA	PTN000389577 	J:265628 	
MGI:107193	Gpr143	G protein-coupled receptor 143	X		plasma membrane			ISO	P51810 	J:164563 	
MGI:1933113	Gpr146	G protein-coupled receptor 146	5		plasma membrane			IDA		J:274675 	
MGI:1933113	Gpr146	G protein-coupled receptor 146	5		plasma membrane			ISO	Q96CH1 	J:164563 	
MGI:2443628	Gpr149	G protein-coupled receptor 149	3		integral component of plasma membrane			IBA	PTN001200938 	J:265628 	
MGI:2443628	Gpr149	G protein-coupled receptor 149	3		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2441872	Gpr150	G protein-coupled receptor 150	13		integral component of plasma membrane			IBA	PTN000662653 	J:265628 	
MGI:2441872	Gpr150	G protein-coupled receptor 150	13		plasma membrane			IEA	KW-1003 	J:60000 	
MGI:2441887	Gpr151	G protein-coupled receptor 151	18		integral component of plasma membrane			IBA	PTN001203169 	J:265628 	
